Num_Three_Star_Reviews,Physical_address,Updated,Review_number,Rating_value,Description,Downloads,Num_Four_Star_Reviews,Num_Two_Star_Reviews,Num_One_Star_Reviews,Content_rating,Version,Num_Five_Star_Reviews,Price,Compatibility,Developer_badge,Genre,Reviews,Link,Author_link,Video_URL,Developer_ID,IAP,Item_name,Filesize,Author
"114,505","2225 E. Bayshore Rd.
Suite 200
Palo Alto, CA 94303","November 20, 2017","1,503,092",3.9,,"  50,000,000 - 100,000,000  ","163,342","60,468","277,959",Everyone 10+,,"886,818",,,,Strategy,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://www.machinezone.com&sa=D&usg=AFQjCNHFX2w3wBwLMflPw4GNo01aVuXfRA,mailto:support@machinezone.com,https://www.google.com/url?q=http://www.gameofwarapp.com/privacypolicy.html&sa=D&usg=AFQjCNGlRXvUI12B8JsMchRWCut8t8WUIw",https://www.youtube.com/embed/HxNolTPW980?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,"/store/apps/developer?id=Machine+Zone,+Inc.",Offers in-app purchases,Game of War - Fire Age,,"Machine Zone, Inc."
"59,798","Geneva, Switzerland","November 21, 2017","1,322,700",4.5,,"  10,000,000 - 50,000,000  ","253,430","16,690","44,675",Everyone 10+, 0.10.279290  ,"948,107",, 0.10.279290  ,Editors' Choice,Role Playing,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://www.starwarsgalaxyofheroes.com&sa=D&usg=AFQjCNG6s2r2Q_NC4IP2OieGXlrJgoMfxw,mailto:help@eamobile.com,https://www.google.com/url?q=http://privacy.ea.com/en&sa=D&usg=AFQjCNFAH3dzXJq62z5VrJ29GTVfZLVn_A",https://www.youtube.com/embed/y5_NnXBcneE?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=6605125519975771237,Offers in-app purchases,Star Wars™: Galaxy of Heroes,,ELECTRONIC ARTS
"1,611,605","Itamerenkatu 11-13
00180 Helsinki
Finland","November 8, 2017","41,166,582",4.6,,"  100,000,000 - 500,000,000  ","4,242,110","669,610","1,788,875",Everyone 10+, 9.256.19  ,"32,854,382",, 9.256.19  ,Editors' Choice,Strategy,"Instal BENZEARN App to Earn Free Cash,Instal BENZEARN App to Earn Free Cash",//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://supercell.helpshift.com/a/clash-of-clans/&sa=D&usg=AFQjCNFcI_matDwefmbD0Azk46RfAf9Hag,mailto:gp-info@supercell.com,https://www.google.com/url?q=http://www.supercell.net/privacy-policy&sa=D&usg=AFQjCNEAjZj4x83934HEpW6kYWlTeWHmgg",,/store/apps/dev?id=6715068722362591614,Offers in-app purchases,Clash of Clans,,Supercell
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,https://www.google.com/url?q=https://wargaming.com/&sa=D&usg=AFQjCNGJ9EeYui-CZYdqiCyEvwwJCWhHuA,https://www.youtube.com/embed/8rA_8d_HQrY?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,,,,,
"34,137","Erbprinzenstraße 27,
76133 Karlsruhe","November 30, 2017","662,215",4.5,,"  10,000,000 - 50,000,000  ","95,378","13,496","30,232",Everyone 10+, 3.8.0  ,"488,972",, 3.8.0  ,,Action,Very good game,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://royalrevolt.com/&sa=D&usg=AFQjCNEUc_-RnLfbHMmN2iQO6mTIL3PXCw,mailto:support@flaregames.com,https://www.google.com/url?q=http://flaregames.com/privacy-policy/&sa=D&usg=AFQjCNH4Bw8A1KaUKP1PDODlOEdA2sr1nw",,/store/apps/dev?id=5492388613392482470,Offers in-app purchases,Royal Revolt 2,,flaregames
"95,055","WARGAMING  Group Limited
Incorporated in Cyprus , HE 290868, VAT CY 10290868U, TIC12290868W
105, Agion Omologiton Avenue 1080 Nicosia CYPRUS","November 8, 2017","1,873,678",4.3,,"  50,000,000 - 100,000,000  ","200,512","52,772","188,679",Teen, 4.4.0.452  ,"1,336,660",, 4.4.0.452  ,,Action,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://wotblitz.com&sa=D&usg=AFQjCNEnZgT23q1y4eT2PBbXj_6zsgco9A,mailto:blitz_android_support@wargaming.net,https://www.google.com/url?q=http://wotblitz.com/en/content/docs/privacy_policy/&sa=D&usg=AFQjCNGhLWTJqQbJiK1OJtrPYMmx401Tkw",https://www.youtube.com/embed/8rA_8d_HQrY?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=7063148299497943432,Offers in-app purchases,World of Tanks Blitz,,Wargaming Group
"5,751","209 Redwood Shores Parkway
Redwood City
California
94065
USA","October 12, 2017","87,660",4.2,,"  1,000,000 - 5,000,000  ","8,215","3,659","9,412",Teen, 2.6.2  ,"60,623",, 2.6.2  ,,Action,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=https://chillingosupport.zendesk.com/&sa=D&usg=AFQjCNGIobevjnbt2eM5iCrCqryNkG4TrQ,mailto:help@eamobile.com,https://www.google.com/url?q=http://privacy.ea.com/en&sa=D&usg=AFQjCNFAH3dzXJq62z5VrJ29GTVfZLVn_A",https://www.youtube.com/embed/IEWT5I7WAj4?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/developer?id=Chillingo,Offers in-app purchases,Iron Force,,Chillingo
"11,173","UBISOFT MOBILE GAMES
38-42 rue Cuvier
93100 Montreuil Sous Bois
FRANCE","December 15, 2016","147,515",4.4,,"  1,000,000 - 5,000,000  ","31,030","3,064","7,114",Everyone 10+, 1.19.2  ,"95,134",, 1.19.2  ,,Adventure,"Games good, but clearly has issues",//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://ubi.com&sa=D&usg=AFQjCNGiTsGNN66BEvfeW8SLJeakvyTR6w,mailto:android.support@ubisoft.com,https://www.google.com/url?q=http://ubimobile.com/termsofuse/index.html&sa=D&usg=AFQjCNEIHVpdbf4Gral25FqbsPfCiWZY3w",https://www.youtube.com/embed/VfvrONo5vsE?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=4647998716943242763,Offers in-app purchases,Sandstorm: Pirate Wars,,Ubisoft Entertainment
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,,,,,,,
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,,,,,,,
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,,,,,,,
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,https://www.google.com/url?q=http://corp.joycity.com/Main.do&sa=D&usg=AFQjCNG4BFJjEeZTY5S4Ff6F4LD7l6VqXg,https://www.youtube.com/embed/SKDQMGIXbiI?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,,,,,
"69,585","UBISOFT MOBILE GAMES
38-42 rue Cuvier
93100 Montreuil Sous Bois
FRANCE","May 29, 2017","731,938",4.2,,"  10,000,000 - 50,000,000  ","121,482","35,859","62,130",Teen, 2.60.3  ,"442,882",, 2.60.3  ,,Puzzle,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=https://www.ubisoft.com/en-gb/game/csi-hidden-crimes/&sa=D&usg=AFQjCNGSr0zZ6ia5iteM_xdYKL6bdQdEYw,mailto:android.support@ubisoft.com,https://www.google.com/url?q=http://ubimobile.com/termsofuse/index.html&sa=D&usg=AFQjCNEIHVpdbf4Gral25FqbsPfCiWZY3w",https://www.youtube.com/embed/yN6i8v954x4?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=4647998716943242763,Offers in-app purchases,CSI: Hidden Crimes,,Ubisoft Entertainment
"7,008",東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイスタワー11階,"March 19, 2015","84,697",4.1,,"  1,000,000 - 5,000,000  ","10,619","3,982","9,212",Everyone 10+, 1.5.1  ,"53,876",, 1.5.1  ,,Action,"Needs major changes.,It's so awesome,Too Hard,Ah... The good old game.,It's time taking an addictive and it is also to to play,Needs major changes.,It's so awesome,Too Hard,Ah... The good old game.,It's time taking an addictive and it is also to to play,WWWWWWWWWOOOOOOOOOOOOOOOOOOWWWWWWWWWW,Dont know if it is online,Pretty mediocre.,I liked it but one bug and I'll rate 5 stars.,Take out coins,Best App Ever!!!,Gosh darn it so hard!!,Its Good,Worst game ever,Would give it 5 but,This could entertain me for hours!,Wont give me my coins!!!,Stuck on 59th boss,Its a good game i am 10 years old my cousin is also very thrilled so we like it         Great!!!Game!!,Stupid ads,Multiplayer,Stupidest game ever,Excellent!,Coins,Needs 1 more thing,Good,I love it because...,Its fun but,Meh...,Love this game,Nice, but a problem.,It was ok,Omg this is amazing,AWESOME GAME DEVELOPERS!",//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://colopl.co.jp/&sa=D&usg=AFQjCNEc4Sawy64ktwB0PXQzrTDQ_2X3mQ,mailto:kuma@colopl.jp,https://www.google.com/url?q=http://colopl.co.jp/app/privacypolicy/&sa=D&usg=AFQjCNGFYrjg0psbfoGl-pI97f96oJGQVg",,"/store/apps/developer?id=COLOPL,+Inc.",Offers in-app purchases,Battle Robots!,,"COLOPL, Inc."
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,,,,,,,
"153,454","경기도 성남시 분당구 분당로 55 분당퍼스트타워 11층 463-824 (주) 조이시티
사업자등록번호 116-81-54101
통신판매업신고 경기성남 2007-129
대표전화 031-789-6500","November 27, 2017","2,056,092",4.3,,"  50,000,000 - 100,000,000  ","331,868","71,619","140,552",Teen, 2.5.82  ,"1,358,599",, 2.5.82  ,,Action,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=https://corp.joycity.com/html/en/intro.html&sa=D&usg=AFQjCNHhYdXLanocVYnYRbvx5Va0Ojyuqw,mailto:gsbsupport@joycity.com,https://www.google.com/url?q=http://policy.joycity.com/en&sa=D&usg=AFQjCNG_LupsbxIL_J71fp3w40YI0KVANg",,/store/apps/dev?id=8017603995115202893,Offers in-app purchases,GUNSHIP BATTLE: Helicopter 3D,,JOYCITY Corp.
"11,121","UBISOFT MOBILE GAMES
38-42 rue Cuvier
93100 Montreuil Sous Bois
FRANCE","October 11, 2017","123,465",4.4,,"  1,000,000 - 5,000,000  ","26,012","2,607","5,630",Teen, 1.6.0  ,"78,095",, 1.6.0  ,,Simulation,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=https://www.ubisoft.com/en-gb/game/city-of-love-paris/&sa=D&usg=AFQjCNEvL9K6gRwQAsPIMmlGPFvsvamHqQ,mailto:android.support@ubisoft.com,https://www.google.com/url?q=http://ubimobile.com/termsofuse/index.html&sa=D&usg=AFQjCNEIHVpdbf4Gral25FqbsPfCiWZY3w",,/store/apps/dev?id=4647998716943242763,Offers in-app purchases,City of Love: Paris,,Ubisoft Entertainment
131,,"May 25, 2017","1,751",4.3,,"  500,000 - 1,000,000  ",148,35,159,Everyone, 1.0  ,"1,278",, 1.0  ,,"Action,Action & Adventure",,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"mailto:ramzansh111@yahoo.com,https://www.google.com/url?q=https://www.facebook.com/notes/fantastic-action-games/privacy-policy/1337603992998684/&sa=D&usg=AFQjCNHBYD8wLKSfkp-I4x6fgnD1yrAA5w",,/store/apps/dev?id=8512667409063377145,,Real Robot War Steel,,Fantastic Action Games
"516,011","Itamerenkatu 11-13
00180 Helsinki
Finland","October 16, 2017","9,381,500",4.5,,"  100,000,000 - 500,000,000  ","1,216,782","240,757","503,446",Everyone, 1_36_212  ,"6,904,504",, 1_36_212  ,Editors' Choice,Casual,"Best farm game ever!,Great game",//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://support.supercell.com/hc/en-us/categories/7112-Hay-Day&sa=D&usg=AFQjCNHoMQaQd9CyxqWYTE6m_y7qExV0Kg,mailto:gp-info@supercell.com,https://www.google.com/url?q=http://www.supercell.net/privacy-policy/&sa=D&usg=AFQjCNE162UdtDT8ylD_gazuKA46Tekurw",https://www.youtube.com/embed/mSev84nF1HA?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=6715068722362591614,Offers in-app purchases,Hay Day,,Supercell
"39,061","UBISOFT MOBILE GAMES
38-42 rue Cuvier
93100 Montreuil Sous Bois
FRANCE","November 29, 2017","647,201",4.2,,"  10,000,000 - 50,000,000  ","50,308","20,193","85,611",Teen, 2.71  ,"452,028",, 2.71  ,,Adventure,A little out of control,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://www.growtopiagame.com&sa=D&usg=AFQjCNHcCgI_XwfBhqaezJ0eBrUl8VgQ8Q,mailto:support@growtopiagame.com,https://www.google.com/url?q=https://legal.ubi.com/privacypolicy/&sa=D&usg=AFQjCNERO2MmVAMy1NrRlkUKfJUDBUJ2Bw",https://www.youtube.com/embed/trrsIm7jjlM?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=4647998716943242763,Offers in-app purchases,Growtopia,,Ubisoft Entertainment
"2,312","UBISOFT MOBILE GAMES
38-42 rue Cuvier
93100 Montreuil Sous Bois
FRANCE","December 4, 2017","37,941",4.2,,"  5,000,000 - 10,000,000  ","3,281",996,"5,189",Everyone,,"26,163",,,,Action,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://ubi.com&sa=D&usg=AFQjCNGiTsGNN66BEvfeW8SLJeakvyTR6w,mailto:android.support@ubisoft.com,https://www.google.com/url?q=http://ubimobile.com/termsofuse/index.html&sa=D&usg=AFQjCNEIHVpdbf4Gral25FqbsPfCiWZY3w",https://www.youtube.com/embed/8wPoiUihDFI?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=4647998716943242763,Offers in-app purchases,Rabbids Crazy Rush,,Ubisoft Entertainment
"7,570","UBISOFT MOBILE GAMES
38-42 rue Cuvier
93100 Montreuil Sous Bois
FRANCE","October 20, 2017","75,547",4.1,,"  1,000,000 - 5,000,000  ","13,270","3,329","8,043",Everyone, 5.0.2  ,"43,335",, 5.0.2  ,,Entertainment,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://uplay.com/&sa=D&usg=AFQjCNEqL0-AATJRIQlj7XaocfKx-8x2mg,mailto:android.support@ubisoft.com,https://www.google.com/url?q=http://redirection.ubi.com/ubicom_privacypolicy&sa=D&usg=AFQjCNFfNnQRDTVyzZLyPEj938tOXrZACg",,/store/apps/dev?id=4647998716943242763,,Ubisoft Club,,Ubisoft Entertainment
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,https://www.google.com/url?q=https://www.mobilelegends.com&sa=D&usg=AFQjCNH-gCGkTknLNEMhuACmTkwZQk3-yg,https://www.youtube.com/embed/CwSLNdCZXeU?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,,,,,
"253,852","UNIT 17, 9/F, TOWER A, NEW MADARIN PLAZA, No. 14 SCIENCE MUSEUM RD, TST, KL","November 28, 2017","4,743,469",4.4,,"  50,000,000 - 100,000,000  ","506,252","108,521","355,901",Teen, 1.2.35.2235  ,"3,518,943",, 1.2.35.2235  ,,Action,This game needs innovation,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=https://forum.mobilelegends.com/forum.php?mod%3Dforumdisplay%26fid%3D47&sa=D&usg=AFQjCNFEqtfzPac3tyEwJAweQJbkrgIKsA,mailto:MobileLegendsGame@gmail.com,https://www.google.com/url?q=https://www.mobilelegends.com/posts/newsdetail-188&sa=D&usg=AFQjCNHQB1Jk7Hgo_Igu0r2tSD_BWJ9DOQ",https://www.youtube.com/embed/CwSLNdCZXeU?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=8532907581042995001,Offers in-app purchases,Mobile Legends: Bang Bang,,Moonton
"771,772","Itamerenkatu 11-13
00180 Helsinki
Finland","November 3, 2017","19,503,450",4.5,,"  100,000,000 - 500,000,000  ","2,052,737","257,133","1,109,030",Everyone 10+, 2.0.7  ,"15,312,778",, 2.0.7  ,Editors' Choice,Strategy,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,"https://www.google.com/url?q=http://supercell.helpshift.com/a/clash-royale/&sa=D&usg=AFQjCNEcjDY02MgHR333A8cRg06Wix3jsA,mailto:gp-info@supercell.com,https://www.google.com/url?q=http://www.supercell.net/privacy-policy&sa=D&usg=AFQjCNEAjZj4x83934HEpW6kYWlTeWHmgg",https://www.youtube.com/embed/tNLvTCfsdjA?ps=play&vq=large&rel=0&autohide=1&showinfo=0&autoplay=1,/store/apps/dev?id=6715068722362591614,Offers in-app purchases,Clash Royale,,Supercell
,,,,,,,,,,,,,,,,,,//www.gstatic.com/android/market_images/web/favicon_v2.ico,,,,,,,
